"EventCode","Ego","Hear","Attend","IsSeed","ToTotal","Gender","Age","In80s","MinsTrav","Educ","WallMat","JobType","Time1","Time2","Time3","Time4","Time5","Phone1","Phone2","Phone3","Phone4","Phone5","Pol1","Pol2","Pol3","Pol4","Pol5","Relig1","Relig2","Relig3","Relig4","Relig5","Meal1","Meal2","Meal3","Meal4","Meal5","Visit1","Visit2","Visit3","Visit4","Visit5","Secret1","Secret2","Secret3","Secret4","Secret5","GossipNameCl","Occup","Married","ClanWeek","Relig","Worship","ReligWeek","SoapLasts","WhyNot","PhoneSum","CoarseLangFam","CoarseVisitOth","CoarseClan","CoarseSpouseClan","Tribe","TimeClanProp","PhoneClanProp","PolClanProp","ReligClanProp","MealClanProp","VisitClanProp","SecretClanProp","Region","CoarseVlg","OwnPhone","TotNames","TotUNames","Passed"
1,473111,"Y","Y",0,"5","F",30,"N",120,3,3,3,613919,516825,153528,308447,42240,850778,461913,216739,308447,NA,NA,77516,NA,NA,NA,42240,153528,665232,412929,400700,NA,NA,385929,NA,NA,253402,216739,266249,12268,NA,308447,105030,NA,NA,NA,385929,"FARMER","Y",2,1,3,3,"7",NA,4,"ATESO",2,"ALOETAIT",NA,"ATESO",1,1,0.5,1,1,1,0,NA,"ABALANG",NA,22,17,1
5,722859,"Y","Y",0,"3","F",26,"Y",3,3,3,3,289784,245764,778339,253892,772620,283410,289784,772620,245764,344588,581013,577712,805535,95851,772620,794799,245764,NA,772620,289784,260584,390067,591201,119471,967300,794078,208949,NA,270291,967300,805535,344588,289784,581013,938675,871536,"FARMER","Y",3,5,4,2,"7",NA,5,"ATESO",3,"IKOMOLO",NA,"ATESO",0,0.2,0.2,0,1,1,0,2,"ABALANG","Y",33,21,1
3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MUGANA",NA,0,0,0
3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MUGANA",NA,0,0,0
3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",2,1,4,5,"3",NA,0,NA,NA,NA,"IKARIBWOK",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MUGANA",NA,0,0,0
NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
3,101561,"Y","N",0,"3","F",30,"N",NA,3,6,3,498159,931313,439432,NA,NA,NA,NA,NA,NA,NA,966167,NA,NA,NA,NA,890025,188555,NA,NA,NA,973579,NA,NA,NA,NA,NA,NA,NA,NA,NA,308447,NA,NA,NA,NA,515870,"FARMER","Y",2,1,NA,3,"3","KIDS",0,"ATESO",2,"IRUKIYA",NA,"ATESO",1,NA,0,0.5,0,0,0,8,"ABALANG","N",8,8,1
3,640007,"N","N",0,NA,"F",21,"N",NA,3,3,3,325218,NA,NA,NA,NA,347434,822693,NA,NA,NA,NA,NA,NA,NA,NA,836419,871536,362750,NA,NA,NA,NA,NA,NA,NA,362750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PEASANT","Y",1,4,4,3,"4",NA,2,"ATESO",2,"IKARIBWOK","IKATEKOK","ATESO",0,0.5,NA,0,NA,0,NA,2,"ABALANG","N",7,6,0
3,436308,"N","N",0,NA,"F",18,"N",NA,5,5,1,848426,677187,389991,897644,501831,NA,NA,NA,NA,NA,192918,844522,NA,NA,NA,224928,391588,175299,NA,NA,NA,NA,NA,NA,NA,605612,NA,NA,NA,NA,922490,677187,NA,NA,NA,381108,"PEASANT","Y",2,1,3,3,"5",NA,0,"ATESO",2,"IRARAK",NA,"KUMAM",0,NA,0,0.333333333,0,0,0,NA,"MUGANA","N",13,12,0
3,848163,"N","N",0,NA,"F",26,"N",NA,3,3,1,23044,513085,970001,240578,745851,362750,741557,683668,958241,572602,118365,112204,564972,813410,NA,882540,513085,240578,23044,745851,882540,342810,436308,354918,513085,882540,240578,23044,513085,970001,382029,748836,882540,612133,482742,564972,"FARMER","Y",2,1,3,4,"3",NA,5,"ATESO",4,"IMATAKOJO",NA,"ATESO",0,0,0.75,0,0,0,0.2,4,"MUGANA","N",34,22,0
3,768178,"Y","N",0,"6","F",35,"N",NA,3,3,3,709050,610928,605538,249868,NA,591077,959743,826840,NA,NA,249868,115792,NA,NA,NA,709050,115792,NA,NA,NA,270808,249868,719295,NA,NA,NA,NA,NA,NA,NA,249868,NA,NA,NA,NA,NA,"PEASANT","Y",2,2,2,2,"5","DEVIL",4,"ATESO",2,"IKARIBWOK","IKARIBWOK","ATESO",0,0.5,0,0,0,NA,0,4,"ABALANG","N",15,10,1
3,679204,"Y","N",0,"3","F",20,"N",NA,3,3,4,263455,261919,752955,371708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260612,NA,NA,NA,NA,NA,37750,NA,NA,NA,837011,NA,NA,NA,NA,347701,261919,752955,NA,NA,NA,"PEASANT","Y",3,2,3,2,"4","TOOFAR",0,"ATESO",2,"IKARIBWOK","POKOR","ATESO",0.25,NA,NA,0,0,0,0,NA,"ABALANG","N",10,8,1
3,260584,"Y","N",0,"10","F",32,"N",NA,4,3,3,898699,395069,96632,423645,433279,639617,118365,NA,NA,NA,NA,NA,NA,NA,NA,336616,96632,390067,534229,NA,764841,393497,NA,NA,NA,764841,NA,NA,NA,NA,336616,423645,NA,NA,NA,NA,"FARMER","Y",2,1,NA,3,"7","TOOLATE",2,"ATESO",2,"IRARAK",NA,"ATESO",0.4,0,NA,0.25,0,0,1,4,"ABALANG","N",16,12,0
3,153528,"N","N",0,NA,"F",55,"Y",NA,1,3,1,695913,973579,119537,92612,91608,46651,942685,NA,NA,NA,452544,515870,819504,NA,NA,279024,212667,NA,NA,NA,NA,NA,473111,NA,NA,NA,NA,NA,NA,NA,NA,42240,817037,NA,NA,NA,"PEASANT","Y",5,1,4,3,"2",NA,2,"ATESO",2,"IKATEKOK","IKARIBWOK","ATESO",0.4,1,0.666666667,0,1,NA,0.666666667,NA,"ABALANG","N",15,15,0
3,377960,"N","N",0,NA,"F",37,"Y",NA,3,6,3,266465,240578,574271,90948,28346,981673,604268,37750,652356,NA,NA,NA,NA,NA,NA,746225,37750,NA,NA,NA,716906,755631,574248,518728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,745851,"FARMER","Y",2,1,4,5,"7",NA,4,"ATESO",2,"IKARIBWOK","IMUGANA","ATESO",0,0,NA,0,0,NA,NA,7,"MUGANA","N",15,14,0
3,678955,"N","N",0,NA,"F",50,"Y",NA,1,6,1,560166,609907,420520,174221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PEASANT","Y",2,2,4,2,"5",NA,0,"ATESO",2,"INGORATOK","IRARAK","ATESO",0,NA,NA,NA,NA,NA,NA,8,"ABALANG","N",4,4,0
3,628294,"N","N",0,NA,"F",30,"Y",NA,5,3,3,258793,625200,258358,11114,939117,532276,379550,425589,448326,258358,381108,NA,202380,NA,NA,NA,224928,74105,NA,NA,425589,436308,532276,625200,NA,425589,448326,379550,532276,602837,NA,NA,NA,NA,NA,30825,"TAILOR","N",6,1,4,3,"3",NA,5,"ATESO",1,"IRARAK",NA,"ATESO",0.4,0.2,0.333333333,0.333333333,0,0.2,NA,NA,"MUGANA","Y",23,15,0
3,200826,"Y","N",0,"0","F",80,"Y",NA,2,3,1,336616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41060,NA,488269,NA,NA,NA,NA,NA,NA,NA,41060,NA,NA,NA,NA,336616,NA,NA,NA,NA,515870,"NONE","Y",4,1,4,3,"7","TOOFAR",0,"ATESO",2,"IKATEKOK",NA,"ATESO",1,NA,NA,0.333333333,NA,0,1,NA,"ABALANG","N",5,3,0
3,677187,"N","N",0,NA,"F",29,"N",NA,3,3,3,980145,466295,602472,118211,304980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,753847,39664,518728,74105,NA,NA,NA,NA,NA,NA,102759,NA,NA,NA,NA,102759,NA,NA,NA,NA,NA,"FARMER","Y",3,1,4,3,"3",NA,0,"ATESO",2,"IRARAK",NA,"ATESO",0.6,NA,NA,0.8,NA,0,0,3,"MUGANA","N",11,10,0
3,309114,"Y","N",0,"5","M",32,"Y",NA,3,3,3,NA,NA,288784,NA,347701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,938675,NA,NA,NA,NA,NA,NA,NA,NA,515870,"FARMER","Y",2,1,1,4,"7","TOOLATE",0,"ATESO",2,"IKARIBWOK","KAROYI","ATESO",0.4,NA,NA,0,0,0,NA,1,"ABALANG","N",4,4,0
3,953946,"N","N",0,NA,"F",20,"N",NA,3,3,3,507088,677187,484286,NA,NA,931809,134655,NA,NA,NA,NA,NA,NA,NA,NA,661346,566506,519490,412427,861756,145930,566506,861756,NA,NA,351593,661346,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FARMER","N",2,1,4,3,"5",NA,2,"ATESO",2,"IBITIO",NA,"ATESO",1,1,NA,1,1,1,NA,NA,"MUGANA","N",15,12,0
3,547231,"N","N",0,NA,"F",63,"Y",NA,3,3,3,202380,566506,115282,861756,309473,739780,665653,NA,NA,NA,NA,NA,NA,NA,NA,972909,391522,NA,NA,NA,391522,972909,NA,NA,NA,861756,661346,NA,NA,NA,739780,NA,NA,NA,NA,564972,"FARMER","Y",3,1,4,3,"5",NA,2,"ATESO",2,"IKARIBWOK","IRARAK","ATESO",1,1,NA,1,1,1,1,10,"MUGANA","N",14,10,0
3,170293,"N","N",1,NA,"F",22,"N",NA,3,3,4,976565,909502,687704,675338,554547,609356,678955,871549,591077,NA,844522,633667,107806,NA,NA,844522,388831,883656,391588,NA,NA,518728,633667,NA,NA,232688,304354,793531,NA,436308,NA,NA,NA,NA,NA,30825,"FARMER","Y",3,1,3,3,"3",NA,4,"ATESO",2,"ININTKA","IKARIBWOK","ATESO",1,1,1,0.75,1,0.4,NA,3,"MUGANA","N",22,20,0
3,745851,"N","N",0,NA,"F",41,"N",NA,4,3,3,331649,765152,748836,386587,482742,748836,765152,375400,NA,NA,386587,262854,NA,NA,NA,292892,175299,391588,74105,NA,765152,283977,331649,NA,NA,881562,252743,610230,429326,NA,292892,386587,375400,610230,844522,745851,"FARMER","Y",1,1,4,4,"1",NA,3,"ATESO",2,"IKARIBWOK","IRARAK","ATESO",0,1,0,0.25,0,0.75,0.4,4,"MUGANA","Y",26,17,0
3,168535,"Y","N",0,"3","F",18,"N",NA,3,3,1,784378,143935,124016,888289,NA,512975,632390,116468,NA,NA,564972,160707,324023,NA,NA,74105,352677,844522,564972,NA,NA,NA,NA,NA,NA,564972,NA,NA,NA,NA,784378,NA,NA,NA,NA,870284,"STUDENT","N",3,1,NA,3,"7","SCHOOL",3,"KUMAM",2,"IJINGAI",NA,"KUMAM",0.75,0.333333333,1,0.75,NA,0,1,6,"MUGANA","N",16,13,1
3,222865,"N","N",0,NA,"F",20,"N",NA,4,3,1,681203,817651,184147,180806,NA,383666,NA,NA,NA,NA,802382,275263,776262,NA,NA,748836,295901,NA,NA,NA,NA,553160,611116,425589,NA,NA,NA,NA,NA,NA,420471,681203,NA,NA,NA,118211,"FARMER","Y",2,1,4,3,"7",NA,1,"ATESO",3,"IKARIBWOK",NA,"ATESO",0.25,0,0.666666667,0.333333333,0.25,NA,0.5,7,"MUGANA","N",15,14,0
3,992887,"N","N",0,NA,"F",58,"Y",NA,1,3,3,745851,970001,513085,23044,28346,NA,NA,NA,NA,NA,NA,202380,NA,NA,NA,352677,NA,NA,NA,NA,745851,970001,513085,23044,28346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,564972,"FARMER","N",0,1,4,2,"1",NA,0,"KUMAM",2,"IRARAK",NA,"KUMAM",0,NA,0,0,0,NA,NA,4,"MUGANA","N",12,7,0
3,556031,"N","N",0,NA,"F",19,"N",NA,7,3,1,205667,250725,560067,610937,842601,662002,250725,205667,534691,470282,302948,844347,806450,NA,NA,205667,695826,842601,NA,NA,NA,NA,NA,NA,NA,940769,NA,323771,NA,NA,610937,NA,NA,NA,NA,250725,"STUDENT","N",2,4,4,3,"3",NA,5,"ATESO",2,"IKATEKOK",NA,"ATESO",0.6,0.8,0,0,NA,0,1,7,"ABALANG","Y",19,14,0
3,149274,"Y","N",0,"0","F",18,"N",NA,3,3,1,617278,613715,11243,232151,613703,NA,NA,NA,NA,NA,716278,613715,679204,400700,613703,11243,23779,613715,876130,881969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400700,716278,613715,NA,NA,515870,"PEASANT","Y",2,4,4,2,"7","TOOLATE",0,"ATESO",2,"IKARIBWOK","IKARIBWOK","ATESO",0.4,NA,0.2,0.2,NA,NA,0,NA,"ABALANG","N",18,11,0
3,582779,"Y","N",0,"0","M",23,"N",NA,5,3,1,963900,689198,372278,35376,884392,58680,724158,532276,NA,NA,963900,58680,417481,118365,566902,294501,822693,100290,23779,770449,979190,226227,544332,487406,15522,566902,58680,260612,955590,265435,822653,963900,832047,420471,886510,832047,"STUDENT","N",2,1,4,4,"7","SOMEONEELSE",3,"ATESO",2,"IKARIBWOK",NA,"ATESO",0.2,0,0,0,0,0,0.2,2,"ABALANG","N",33,28,0
3,385058,"Y","N",0,"1","F",37,"N",NA,3,3,3,124016,202380,512913,309473,856182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74105,351593,661346,972909,391522,NA,NA,NA,NA,NA,936635,423206,96632,211976,NA,351593,NA,NA,NA,NA,NA,"FARMER","Y",3,1,4,2,"14","SICK",0,"KUMAM",2,"IKARIBWOK","IKATEKOK","KUMAM",0.2,NA,NA,0.6,NA,0.75,0,NA,"MUGANA","N",15,14,1
3,512295,"N","N",0,NA,"M",26,"Y",NA,5,3,3,844522,814011,718655,677187,948152,844522,508429,494323,455617,NA,779189,861284,135814,844522,814011,342810,566902,844522,372752,779189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FARMER","Y",3,1,4,3,"7",NA,4,"ATESO",2,"IMUGANA",NA,"ATESO",1,1,1,1,NA,NA,NA,NA,"MUGANA","N",19,14,0
3,166002,"N","N",0,NA,"F",29,"N",NA,3,3,1,973168,853287,574421,481615,978045,37750,713002,507088,786547,NA,NA,NA,NA,NA,NA,481615,432074,NA,NA,NA,973168,574421,481615,677187,NA,978045,574421,NA,343449,NA,NA,NA,NA,NA,NA,564972,"FARMER","Y",2,1,3,4,"3",NA,4,"ATESO",4,"IKARIBWOK",NA,"ATESO",0,1,NA,0,0,0,NA,4,"MUGANA","N",18,12,0
3,600071,"N","N",0,NA,"F",22,"N",NA,3,3,1,680270,436308,922490,NA,NA,NA,NA,NA,NA,NA,NA,381108,NA,NA,NA,182574,NA,637682,NA,NA,522326,NA,869582,NA,21183,NA,680270,922490,NA,436308,824799,NA,NA,NA,NA,NA,"PEASANT","Y",1,3,2,2,"4",NA,0,"ATESO",3,NA,"IMUGANA","ATESO",0,NA,0,0,0,0,0,NA,"MUGANA","N",13,10,0
3,395069,"N","N",0,NA,"F",18,"N",NA,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156911,NA,NA,NA,NA,NA,"PEASANT","Y",1,1,4,3,NA,NA,0,"ATESO",1,"IMATAKOJO",NA,"ATESO",NA,NA,NA,NA,NA,NA,0,NA,"ABALANG","N",1,1,0
3,241716,"Y","N",0,"0","F",80,"Y",NA,2,3,1,78216,818732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199757,362750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448326,818732,NA,NA,NA,515870,"NONE","Y",1,4,0,2,"6","TOOFAR",0,"ATESO",1,"IMARUMA","IRARAK","ATESO",1,NA,NA,1,NA,NA,1,NA,"ABALANG","N",6,5,0
3,325218,"Y","N",0,"1","F",51,"Y",NA,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PEASANT","N",3,2,4,3,"3","TOOLATE",0,"ATESO",1,"IKATEKOK",NA,"ATESO",1,NA,NA,NA,0,0,NA,2,"ABALANG","N",0,0,1
3,602472,"N","N",0,NA,"F",28,"N",NA,5,6,1,74105,391588,428075,NA,284412,294401,42351,952343,428075,NA,952343,91256,42351,229250,NA,391588,677187,753847,38776,745016,738718,657225,369798,NA,NA,NA,NA,NA,NA,NA,436308,428075,747956,NA,NA,91256,"FARMER","N",2,1,16,3,"7",NA,4,"ATESO",2,"IKARIBWOK",NA,"ATESO",0,0.25,0.75,0,0,NA,0,NA,"MUGANA","Y",23,18,0
3,167455,"Y","N",0,"0","M",66,"N",NA,3,3,1,119262,662247,NA,838513,11243,NA,NA,NA,NA,NA,630868,957189,426216,NA,NA,NA,NA,23779,NA,966506,871536,771535,696193,NA,456962,871536,NA,NA,NA,NA,NA,760218,NA,748512,NA,515870,"QUARRY","Y",3,4,4,2,"30","TOOLATE",0,"ATESO",2,"IKATEKOK",NA,"ATESO",0,NA,0.4,0,0.6,0.5,0.4,4,"ABALANG","N",16,15,0
3,409700,"Y","N",0,"0","F",19,"N",NA,4,6,3,270994,NA,336616,NA,NA,574996,NA,NA,NA,NA,NA,NA,NA,NA,NA,758030,856182,NA,NA,NA,698451,17668,314178,NA,NA,698451,NA,NA,NA,NA,239976,NA,NA,NA,NA,515870,"FARMER","Y",1,1,4,3,"7","TOOLATE",1,"ATESO",4,"IKARIBWOK","IKATEKOK","ATESO",0.333333333,0,NA,0.5,0,0,0,NA,"ABALANG","N",10,9,0
3,229478,"N","N",0,NA,"F",25,"N",NA,5,3,3,433747,362750,551071,593437,240578,24893,586360,NA,NA,NA,386587,433747,NA,NA,NA,179535,612654,NA,NA,NA,240578,23044,513085,551071,NA,610230,801081,386587,637682,580296,NA,NA,NA,NA,NA,745851,"FARMER","Y",2,2,4,3,"7",NA,2,"ATESO",2,"ITEGORA","IMUGANA","ATESO",0.2,1,0,0,0.25,0,NA,NA,"MUGANA","N",20,16,0
3,232151,"N","N",0,NA,"F",25,"N",NA,5,3,4,938675,149274,716278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PEASANT","Y",1,4,3,2,"4",NA,0,"ATESO",1,"IRARAK",NA,"ATESO",0,NA,NA,NA,NA,0,NA,1,"ABALANG","N",3,3,0
3,574421,"N","N",0,NA,"F",38,"N",NA,3,3,1,80580,973168,166002,267122,NA,143755,805075,254178,NA,NA,837737,648195,NA,NA,NA,883656,391588,702679,432074,648195,693758,973168,NA,NA,NA,NA,NA,NA,NA,NA,837737,NA,NA,NA,NA,481615,"FARMER","Y",2,1,8,3,"7",NA,3,"ATESO",1,NA,NA,"ATESO",0,1,0,0.2,0,NA,0,4,"MUGANA","N",17,14,0
3,326017,"Y","N",0,"4","F",25,"N",NA,3,3,3,765152,683325,838185,NA,436787,NA,NA,NA,NA,NA,997398,515870,NA,NA,NA,572501,83820,765152,NA,NA,765152,555306,NA,NA,NA,555306,NA,NA,NA,NA,NA,NA,NA,NA,NA,515870,"FARMER","Y",3,1,4,3,"10","SICK",0,"ATESO",2,NA,NA,"ATESO",1,NA,0,1,1,1,NA,NA,"ABALANG","N",12,9,1
3,250385,"Y","N",0,"1","F",22,"N",NA,5,3,1,555306,83820,162952,443509,192686,616255,670565,869692,558843,970404,735161,555306,83820,NA,NA,735161,83820,555306,NA,NA,616255,722737,419766,NA,NA,572501,443509,260584,791611,765152,735161,162952,443509,326017,NA,555306,"PEASANT","Y",1,1,4,3,"7","TOOLATE",5,"ATESO",3,"IRARAK","ALOETAIT","ATESO",0,0.2,0,0,0.333333333,0,0,7,"ABALANG","N",28,18,1
3,508158,"N","N",0,NA,"F",75,"Y",NA,1,3,1,843051,365873,799019,202345,NA,NA,NA,NA,NA,NA,551071,NA,NA,NA,NA,373682,393497,843051,757846,62909,365873,843051,799019,NA,NA,373682,202345,799019,179535,54206,NA,NA,NA,NA,NA,202380,"FARMER","Y",2,1,4,4,"30",NA,0,"KUMAM",2,"AGAM","IKATEKOK","KUMAM",0.5,NA,1,0.4,0.666666667,0.4,NA,8,"MUGANA","N",18,11,0
3,745690,"Y","N",0,"0","F",62,"Y",NA,3,5,3,443509,101561,NA,NA,NA,496625,437499,606794,78301,440440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101561,443509,NA,NA,496625,437499,NA,NA,NA,515870,"FARMER","Y",1,1,4,3,"2","TOOLATE",5,"ATESO",3,"IPIYIN","IKARIBWOK","ATESO",0,0,NA,0,NA,0,0,4,"ABALANG","Y",11,7,0
3,43742,"N","N",0,NA,"F",35,"N",NA,4,3,3,848099,439432,922490,126811,NA,244832,NA,NA,NA,NA,465930,NA,NA,NA,NA,176486,NA,NA,NA,NA,848099,439432,NA,NA,NA,406097,830319,458195,423645,692754,922490,NA,NA,NA,NA,NA,"PEASANT","Y",1,2,4,2,"7",NA,4,"KUMAM",2,"AJEP",NA,"KUMAM",0,0.75,0,0,0,0.8,0,NA,"ABALANG","N",15,12,0
3,80580,"N","N",0,NA,"F",50,"Y",NA,5,3,1,119262,390067,951342,124016,598537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598537,438582,NA,NA,NA,905853,NA,NA,NA,NA,NA,NA,NA,NA,NA,598537,438582,NA,NA,NA,844522,"FARMER","N",2,1,16,3,"7",NA,0,"KUMAM",2,"IKARIBWOK",NA,"KUMAM",0,NA,NA,0,0,NA,0,5,"MUGANA","N",10,7,0
3,232688,"Y","N",0,"1","F",37,"Y",NA,5,3,3,675350,NA,NA,NA,NA,677187,NA,NA,NA,NA,NA,NA,NA,NA,NA,436608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,433279,NA,NA,NA,NA,NA,"PEASANT","Y",1,1,4,3,"7","AFRAID",1,"ATESO",NA,"ITETELA",NA,"ATESO",0,0,NA,0,NA,0,0,4,"ABALANG","N",4,4,0
3,249896,"N","N",0,NA,"F",80,"Y",NA,1,3,1,453963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NONE","Y",3,1,4,4,NA,NA,0,"ATESO",3,"IKATEKOK","IKATEKOK","ATESO",0,NA,NA,NA,NA,NA,NA,10,"MUGANA",NA,1,1,0
3,382029,"N","N",0,NA,"F",40,"N",NA,1,6,1,848163,436308,23044,513085,240578,118365,813410,112204,NA,NA,NA,NA,NA,NA,NA,748836,848163,23044,240578,513085,240578,513085,23044,41060,354918,23044,513085,745851,466593,998051,23044,240578,748836,513085,848163,564972,"FARMER","Y",2,1,2,4,"3",NA,3,"ATESO",3,"IMATAKOJO","IRARAK","ATESO",0.2,1,NA,0,0,0,0.2,4,"MUGANA","N",28,14,0
3,795987,"N","N",0,NA,"F",30,"Y",NA,3,5,1,713075,NA,958643,229377,531208,684079,873444,229377,NA,NA,564972,844522,NA,NA,NA,352677,713075,NA,NA,NA,760218,677854,594277,202345,NA,713075,NA,NA,NA,NA,214315,NA,NA,NA,NA,564972,"PEASANT","Y",3,1,4,3,"4",NA,3,"ATESO",3,"IKARIBWOK","IRARAK","ENGLISH",0.4,0.333333333,0.5,0,0,0,0,7,"MUGANA","N",17,14,0
3,132004,"N","N",0,NA,"F",20,"N",NA,3,3,2,NA,604284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277050,604284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270798,NA,NA,NA,NA,NA,"FARMER","Y",1,1,4,5,"2",NA,0,"ATESO",2,"IKATEKOK",NA,"LUO",0,NA,NA,0,NA,NA,0,7,"MUGANA","N",4,3,0
3,731890,"N","N",0,NA,"F",19,"N",NA,5,3,1,458195,653448,280324,257791,238930,844522,718655,530264,677187,NA,844522,814011,718655,530264,NA,393426,844522,NA,NA,NA,280324,257791,238930,156183,512302,NA,NA,NA,NA,NA,844522,718655,779189,NA,NA,NA,"STUDENT","N",1,1,4,3,"7",NA,4,"ATESO",2,"IMUGANA",NA,"ATESO",0,0.75,0.75,0.5,0,NA,0.666666667,1,"MUGANA","Y",23,14,0
3,52554,"N","N",0,NA,"F",40,"N",NA,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PEASANT","Y",1,1,4,4,"14",NA,0,"ATESO",2,NA,"IKARIBWOK","ATESO",NA,NA,NA,NA,NA,NA,NA,NA,"ABALANG","N",0,0,0
3,922490,"N","N",0,NA,"F",19,"N",NA,4,6,1,680270,399971,628294,551071,NA,694115,982030,503302,NA,NA,NA,NA,NA,NA,NA,626557,436308,NA,NA,NA,NA,NA,951286,NA,NA,NA,NA,NA,NA,NA,343781,NA,NA,NA,NA,NA,"FARMER","Y",2,2,3,2,"7",NA,3,"ATESO",2,"IKATEKOK",NA,"ATESO",0.5,1,NA,0,0,NA,0,NA,"MUGANA","N",11,11,0
3,922490,"N","N",0,NA,"F",21,"N",NA,3,3,1,946801,433279,126811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622885,973168,514687,NA,NA,294210,400700,498646,46651,NA,433279,967300,624953,NA,NA,624953,46651,858501,NA,NA,NA,"PEASANT","Y",2,4,4,3,"7",NA,0,"ATESO",3,"IKARIBWOK",NA,"ATESO",0,NA,NA,0,0,0,0,NA,"ABALANG","N",16,13,0
