"EventCode","Ego","Hear","Attend","IsSeed","ToTotal","Gender","Age","In80s","MinsTrav","Educ","WallMat","JobType","Time1","Time2","Time3","Time4","Time5","Phone1","Phone2","Phone3","Phone4","Phone5","Pol1","Pol2","Pol3","Pol4","Pol5","Relig1","Relig2","Relig3","Relig4","Relig5","Meal1","Meal2","Meal3","Meal4","Meal5","Visit1","Visit2","Visit3","Visit4","Visit5","Secret1","Secret2","Secret3","Secret4","Secret5","GossipNameCl","Occup","Married","ClanWeek","Relig","Worship","ReligWeek","SoapLasts","WhyNot","PhoneSum","CoarseLangFam","CoarseVisitOth","CoarseClan","CoarseSpouseClan","Tribe","TimeClanProp","PhoneClanProp","PolClanProp","ReligClanProp","MealClanProp","VisitClanProp","SecretClanProp","Region","CoarseVlg","OwnPhone","TotNames","TotUNames","Passed"
3,838513,"N","N",0,NA,"M",23,"Y",NA,5,5,3,NA,NA,180843,442687,103760,NA,588294,509161,344588,NA,NA,778934,NA,NA,NA,874850,37750,48333,120312,192106,37750,48333,509161,152306,NA,152306,93880,NA,NA,NA,874850,NA,NA,NA,NA,NA,"PEASANT","Y",2,4,4,2,"3",NA,4,"ATESO",2,"IKARIBWOK","IRARAK","ATESO",0.2,0,0,0.2,0.25,0.5,0,NA,"ABALANG","Y",19,14,0
3,456962,"N","N",0,NA,"M",35,"N",NA,6,3,3,853287,185877,323979,NA,NA,876130,207730,513708,NA,NA,619067,482317,881969,66542,178018,423645,185877,323979,NA,NA,853287,NA,364608,813494,NA,118365,37750,103760,876130,NA,423645,NA,NA,NA,NA,NA,"PEASANT","Y",2,1,2,3,"4",NA,3,"ATESO",3,"IRARAK","IKARIBWOK","ATESO",1,0.666666667,0.6,0.666666667,1,1,0,4,"ABALANG","N",22,17,0
3,877738,"Y","N",0,"4","M",40,"Y",NA,6,3,1,208278,940120,61683,42818,25231,319597,38776,79641,918561,517906,NA,NA,NA,NA,NA,92612,17362,281631,962783,42240,940120,927081,583699,475076,NA,42240,391588,665232,475076,115792,583699,235495,515870,NA,NA,NA,"PEASANT","Y",3,2,4,3,"7","TOOLATE",5,"ATESO",3,"IRARAK","IKARIBWOK","ATESO",1,1,NA,0.4,1,0.8,1,8,"ABALANG","Y",27,23,1
3,613715,"Y","N",0,"2","M",27,"Y",NA,5,3,4,771535,167186,257016,400700,938675,771535,873444,362245,NA,NA,NA,NA,NA,NA,NA,757803,209415,NA,NA,NA,771535,223790,NA,NA,NA,NA,NA,NA,NA,NA,232151,NA,NA,NA,NA,871536,"FARMER","Y",3,4,3,2,"7","DOUBT",3,"ATESO",2,"IKARIBWOK",NA,"ATESO",0.8,0,NA,0,0,NA,0,1,"ABALANG","Y",13,11,1
3,614804,"N","N",0,NA,"M",24,"N",NA,7,3,4,450962,912331,417930,850171,868942,912331,450962,238526,11528,844522,912331,450962,202380,NA,NA,262854,868942,76220,978082,432074,450962,868942,850171,868942,NA,NA,NA,NA,NA,NA,912331,81756,450962,NA,NA,262854,"MASON","Y",3,1,1,3,"7",NA,5,"KUMAM",2,"IMABIA",NA,"KUMAM",0,0.4,0.333333333,0,0,NA,0.333333333,6,"MUGANA","Y",25,14,0
3,78910,"N","N",0,NA,"M",78,"Y",NA,3,3,1,202380,844522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202380,NA,NA,NA,NA,NA,NA,NA,NA,NA,619067,202380,810605,NA,NA,844522,133202,NA,NA,NA,381108,"PEASANT","Y",3,1,3,3,"3",NA,0,"ATESO",2,"EJEMU","ININTKA","ATESO",1.5,NA,NA,1,0,1,1,5,"MUGANA","N",8,5,0
3,457610,"N","N",0,NA,"M",60,"Y",NA,3,3,2,938675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95851,631396,918726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515870,"PEASANT","N",3,1,1,4,"7",NA,0,"ATESO",3,"IKARIBWOK",NA,"ATESO",0,NA,NA,0,0,NA,NA,2,"ABALANG","N",4,4,0
3,881562,"N","N",0,NA,"M",38,"Y",NA,4,3,3,745016,550532,429326,409913,712579,745016,429326,712579,365873,409913,745016,381108,NA,NA,NA,352677,391588,175299,NA,NA,482742,746225,476713,915799,NA,482742,550532,169769,746225,35619,593437,712579,668705,702776,NA,381108,"FARMER","Y",3,1,4,3,"1",NA,5,"KUMAM",4,"IRARAK",NA,"KUMAM",0.6,0.6,0,0,0.75,1,0.75,4,"MUGANA","Y",28,19,0
3,651618,"N","N",0,NA,"M",66,"Y",NA,3,3,1,324049,448448,820782,962816,456321,NA,NA,NA,NA,NA,962816,NA,NA,NA,NA,74606,997417,193815,805836,890491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448448,193815,422060,473288,267719,267719,"PEASANT","Y",3,1,4,3,"7",NA,0,"ATESO",2,"IKARIBWOK","IKOMOLO","ATESO",0.8,NA,1,0.4,NA,NA,1,NA,"ABALANG","N",16,13,0
3,387579,"N","N",0,NA,"M",18,"N",NA,3,3,1,104914,647640,NA,NA,NA,NA,NA,NA,NA,NA,515870,405734,NA,NA,NA,600616,436710,573893,607375,574996,384198,589465,235641,NA,NA,370553,695826,NA,NA,NA,673324,512295,843532,NA,NA,515870,"PEASANT","N",4,1,3,3,"3",NA,0,"ATESO",2,"IKARIBWOK",NA,"ATESO",1,NA,1,1,1,0.5,0.333333333,NA,"ABALANG","N",17,17,0
3,162909,"N","N",0,NA,"M",18,"N",NA,3,6,3,700413,586720,607222,799019,588899,179535,385929,700413,586720,607222,NA,NA,NA,NA,NA,362750,386587,NA,NA,NA,179535,593437,799019,345087,567950,248099,NA,871886,826549,167717,799019,385929,345087,NA,NA,386587,"MASON","N",2,2,NA,1,"30",NA,5,"ATESO",2,"IMUGANA",NA,"ATESO",0.4,0.6,NA,0.5,0.8,0.4,0.666666667,NA,"MUGANA","N",24,16,0
3,801081,"N","N",0,NA,"M",26,"Y",NA,4,3,3,680270,403224,919431,610230,789005,741792,504089,343781,628294,429326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741792,610230,403224,28084,NA,NA,NA,NA,NA,NA,680270,939117,33735,429326,628294,NA,"FARMER","Y",5,2,4,4,"7",NA,5,"ATESO",3,"IKARIBWOK",NA,"ATESO",1,1,NA,NA,1,NA,0.8,1,"MUGANA","Y",19,13,0
3,381108,"Y","N",0,"2","M",67,"Y",NA,5,3,3,748836,652356,337498,632149,779189,748836,881562,232664,175299,610230,922240,334082,146856,235900,NA,202040,616527,423645,731264,438804,593437,247031,252743,779189,652356,482742,550532,232664,998051,748836,992887,775996,482742,NA,NA,745851,"FARMER","Y",3,2,2,3,"7","UNCLEAR",5,"ATESO",3,"IKATEKOK","IRARAK","ATESO",0.2,0,0,0,0,0,0,NA,"MUGANA","N",32,26,1
3,978082,"N","N",0,NA,"M",28,"Y",NA,5,3,3,74105,868942,37750,593437,262854,262854,NA,NA,NA,NA,262854,564972,238526,NA,NA,748836,429302,74105,NA,NA,748836,295901,262854,102431,NA,432074,997185,702679,729754,550532,101534,NA,NA,NA,NA,381108,"PEASANT","Y",2,1,4,3,"14",NA,1,"ATESO",2,"IRARAK",NA,"ATESO",0.2,1,0.333333333,0,0.25,0,0,2,"MUGANA","Y",22,17,0
3,517906,"N","N",0,NA,"M",62,"Y",NA,5,3,1,665232,398763,646322,384260,91608,665232,319597,79641,489905,NA,702247,475076,NA,341114,498159,308447,176486,208278,NA,NA,665232,398763,228987,154320,NA,547661,NA,NA,NA,NA,464738,665232,565793,13644,NA,NA,"PEASANT","Y",3,2,4,3,"3",NA,4,"ATESO",3,"IRARAK",NA,"ATESO",0,0.5,0,0,0,0,0,NA,"ABALANG","Y",25,21,0
3,11080,NA,NA,0,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"MUGANA",NA,0,0,0
3,845281,"N","N",0,NA,"M",65,"Y",NA,4,3,1,334082,54249,219678,912219,76427,713934,330418,NA,NA,NA,NA,NA,NA,NA,NA,NA,998906,867892,NA,NA,150709,304503,56247,681843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199882,"FARMER","Y",3,2,4,3,"3",NA,2,"ATESO",3,"IKARIBWOK",NA,"ATESO",0.4,0.5,NA,0,0,NA,NA,NA,"MUGANA",NA,13,13,0
3,421575,"N","N",0,NA,"M",20,"N",NA,3,3,3,NA,847278,168033,330269,NA,980253,907987,632284,457081,NA,633667,76427,731264,NA,NA,563190,961743,74105,NA,NA,NA,429326,334082,744819,NA,633667,994721,562853,457081,NA,847278,517611,168033,640135,NA,30825,"MASON","N",4,1,4,3,"1",NA,4,"ATESO",3,"IKARIBWOK",NA,"ATESO",0,0.25,0.666666667,0,0.6,1,0.75,NA,"MUGANA","Y",24,20,0
3,222202,"N","N",0,NA,"M",30,"Y",NA,5,3,1,74105,566506,295901,NA,NA,902878,27123,202380,352663,954856,564972,238526,132004,361129,868942,998694,592632,835485,553160,96632,352663,504089,982960,700413,115282,856182,643461,849814,139275,194134,703179,780773,238526,352663,NA,564972,"MASON","Y",4,1,30,3,"7",NA,5,"KUMAM",5,"IKATEKOK","IKARIBWOK","KUMAM",0,1,0.4,1,1,1,1,NA,"MUGANA","Y",32,29,0
3,181888,"Y","N",0,"6","M",35,"Y",NA,1,3,3,245056,643787,765152,601168,NA,245056,643787,NA,NA,NA,515870,NA,NA,NA,NA,719111,51405,156911,119370,NA,101108,765152,NA,NA,NA,156911,236956,NA,NA,NA,NA,NA,NA,NA,NA,515870,"FARMER","Y",3,4,4,2,"3","KIDS",2,"ATESO",2,"IRARAK","IKATEKOK","ATESO",0.4,1,0,0,0.5,0,NA,NA,"ABALANG","Y",15,11,0
3,420471,"N","N",0,NA,"M",24,"N",NA,3,3,1,856182,617807,400700,37750,575303,679126,290864,58612,NA,NA,NA,NA,NA,NA,NA,72854,246113,647640,270798,NA,37750,575303,617807,856182,937012,NA,NA,NA,NA,NA,575303,270798,NA,NA,NA,NA,"FARMER","Y",4,1,2,3,"7",NA,3,"ATESO",2,"IMUGANA",NA,"ATESO",1,0.666666667,NA,0.5,1,NA,1,7,"MUGANA","N",19,13,0
3,566506,"N","N",0,NA,"M",33,"Y",NA,3,3,3,861756,867206,351593,NA,NA,NA,739780,738732,NA,NA,564972,262854,NA,NA,NA,883656,870395,972909,NA,NA,NA,NA,NA,NA,NA,351593,309473,NA,NA,NA,NA,NA,NA,NA,NA,592632,"MASON","Y",2,1,3,3,"7",NA,3,"ATESO",2,"IRARAK",NA,"ATESO",1,1,0.5,0.333333333,NA,1,NA,10,"MUGANA","Y",12,11,0
3,833933,"N","N",0,NA,"F",55,"Y",NA,1,3,3,28400,686428,591201,390067,608074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28400,591201,456962,506721,686428,456962,423645,686428,28400,NA,163582,342810,163582,243621,NA,456962,NA,NA,NA,NA,515870,"PEASANT","N",1,1,4,3,"21",NA,0,"ATESO",2,"IRARAK",NA,"ATESO",0,NA,NA,0,0,0,0,NA,"ABALANG","N",19,11,0
3,574996,"N","N",0,NA,"M",24,"Y",NA,1,6,4,387579,949803,349445,NA,NA,270994,365845,409700,NA,NA,940800,956665,773971,351406,NA,409700,NA,NA,NA,NA,772682,428593,NA,NA,NA,270994,457610,279149,NA,NA,NA,NA,NA,NA,NA,515870,"MASON","Y",3,1,4,3,"2",NA,3,"ATESO",2,"IKATEKOK",NA,"ATESO",1,0.666666667,0,0,0,0,NA,8,"ABALANG","N",16,14,0
3,793531,"N","N",0,NA,"M",30,"Y",NA,3,3,3,845281,633667,844522,NA,871052,360144,578967,257016,722737,873568,386587,466199,136809,NA,NA,74105,391588,609873,730720,262854,563190,485791,686878,229250,950397,691375,247031,91256,NA,NA,845281,871052,281700,992826,NA,30825,"MASON","Y",3,1,4,3,"2",NA,5,"ATESO",3,"IKARIBWOK",NA,"ATESO",1,1,0.666666667,0,0.2,1,1,3,"MUGANA","Y",29,27,0
3,871892,"Y","N",0,"4","F",NA,"N",NA,4,3,4,80580,742228,21976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,631396,755631,144961,263795,NA,29948,53132,NA,NA,NA,574271,742228,21976,NA,NA,21976,742228,574271,NA,NA,NA,"PEASANT","N",1,1,3,3,"7","DEVIL",0,"ATESO",1,"IGORIA",NA,"ATESO",0,NA,NA,0,0,0,0,NA,"ABALANG","N",15,10,1
3,994130,"Y","N",0,"3","F",25,"N",NA,3,3,1,555306,639309,940769,250725,631396,93056,215424,NA,NA,NA,631396,555306,NA,NA,NA,555306,631396,574271,83820,NA,NA,639309,744473,304354,535827,838185,83820,535827,260584,940769,744473,304354,428075,NA,NA,250725,"PEASANT","Y",1,1,4,3,"3","TOOLATE",2,"ATESO",3,"POKOR","IKATEKOK","ATESO",0,1,0,0,0,0,0.333333333,5,"ABALANG","N",25,15,1
3,174221,"N","N",0,NA,"M",27,"Y",NA,6,3,3,961489,609907,704598,237680,430807,961489,745851,753847,NA,NA,101108,420520,430807,NA,NA,176486,609907,48673,678955,779337,779337,NA,11366,169234,NA,609907,172902,910645,583699,139275,609907,NA,NA,NA,NA,196185,"PEASANT","Y",2,2,2,3,"7",NA,3,"ATESO",3,"IRARAK","IBASEREN","ATESO",0.6,0.666666667,0.333333333,0.6,0,0.6,1,NA,"ABALANG","Y",25,19,0
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"ABALANG",NA,0,0,0
2,NA,NA,NA,NA,NA,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"ABALANG",NA,0,0,0
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"MUGANA",NA,0,0,0
2,215877,"N","N",0,NA,"F",25,"Y",NA,6,3,1,175134,466295,423604,225652,143935,229250,945474,NA,NA,NA,NA,NA,NA,NA,NA,391588,998906,469748,423604,175134,466295,980145,NA,NA,NA,NA,NA,NA,NA,NA,175134,254095,NA,NA,NA,386587,"PEASANT","N",3,1,4,3,"4",NA,2,"ATESO",2,NA,NA,"ATESO",0.4,1,NA,0.2,0,NA,0.5,2,"MUGANA","N",16,12,0
2,522712,"N","N",0,NA,"F",27,"Y",NA,4,3,3,814011,677187,270340,377960,810357,814011,677187,173820,574248,NA,814011,173820,NA,NA,NA,814011,677187,566258,511805,NA,566258,948152,NA,NA,NA,364472,202380,414499,NA,848080,173820,814011,844522,438804,731890,745851,"FARMER","Y",2,1,3,4,"9",NA,4,"ATESO",4,"IMUGANA","IMUGANA","ATESO",0.4,0,0,0,0,0,0.2,5,"MUGANA","Y",26,17,0
2,177868,"N","N",0,NA,"M",18,"N",NA,3,3,1,267719,605222,436957,651618,890491,744298,436957,588402,414526,NA,837011,NA,267719,NA,NA,954963,598170,119262,NA,NA,651618,267719,890491,436957,457610,890491,267719,NA,271067,436957,267719,436957,605222,822653,588402,NA,"FARMER","N",3,4,4,2,"2",NA,4,"ATESO",3,"IKATEKOK",NA,"ATESO",0,0.5,0,0.333333333,0,0,0,1,"ABALANG","Y",28,15,0
2,363767,"Y","N",0,"1","F",27,"Y",NA,3,3,3,438804,602472,980145,33735,91256,881562,611994,255700,NA,NA,91256,NA,NA,NA,NA,391588,74105,NA,NA,NA,NA,NA,NA,NA,NA,423645,652041,NA,NA,NA,913588,NA,NA,NA,NA,745851,"FARMER","Y",3,1,2,4,"10","DOUBT",3,"ATESO",2,"IKARIBWOK",NA,"ATESO",0.8,0,1,0,NA,0,1,3,"MUGANA","N",14,13,1
2,969151,"N","N",0,NA,"F",26,"N",NA,3,3,1,448660,13818,945210,487377,NA,952017,942932,124497,NA,NA,NA,NA,NA,NA,NA,883656,352677,NA,NA,NA,448660,80691,390067,624953,NA,13818,945210,448660,80691,179535,NA,NA,NA,NA,NA,564972,"FARMER","Y",2,1,4,3,"6",NA,3,"ATESO",5,"IWOROPOM","ININTKA","ATESO",0,0.333333333,NA,0,0,0,NA,9,"MUGANA","N",18,13,0
2,513827,"N","N",0,NA,"F",40,"Y",NA,1,3,1,438804,405789,438582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,906426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438804,NA,NA,NA,NA,564972,"FARMER","Y",1,1,4,3,"7",NA,0,"KUMAM",NA,"AKURESA","IKARIBWOK","KUMAM",1,NA,NA,1,NA,NA,1,6,"MUGANA","N",5,4,0
2,805051,"Y","N",0,"0","F",38,"Y",NA,3,3,1,574271,475076,890307,713941,652041,NA,NA,NA,NA,NA,515870,NA,NA,NA,NA,871577,258497,713941,669621,475076,443509,713941,NA,NA,NA,713941,NA,NA,NA,NA,871577,890307,443509,713941,NA,475076,"PEASANT","Y",2,1,4,3,"7","TOOLATE",0,"ATESO",2,"IKARIBWOK","IKARIBWOK","ATESO",0.4,NA,0,0.8,0.5,1,0.25,7,"ABALANG","N",18,10,0
2,686816,"Y","N",0,"1","F",22,"N",NA,5,3,1,11243,887316,87855,930594,412219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,930594,87855,NA,NA,NA,NA,NA,NA,NA,NA,722859,87855,755262,412219,NA,11243,976245,NA,NA,NA,NA,"PEASANT","Y",2,4,4,3,"3","TOOLATE",0,"ATESO",3,NA,NA,"ATESO",0,NA,NA,0.5,NA,0,0,2,"ABALANG","N",13,8,1
2,652188,"Y","N",0,"1","F",60,"N",NA,4,6,3,136687,137586,362750,446191,55660,688798,979580,879650,NA,NA,879650,NA,NA,NA,NA,55660,137586,979580,NA,NA,NA,NA,NA,NA,NA,879650,244871,NA,NA,NA,879650,NA,NA,NA,NA,NA,"FARMER","Y",2,1,4,4,"7","POORINFO",3,"ATESO",2,"AKANGAIDIT",NA,"ATESO",0.2,0.333333333,1,0,NA,0.5,1,2,"ABALANG","Y",15,9,1
2,91129,"N","N",0,NA,"F",26,"N",NA,3,3,1,412218,262681,80580,333119,513827,71427,NA,NA,NA,NA,580727,NA,NA,NA,NA,883656,580727,NA,NA,NA,80580,NA,NA,NA,NA,80580,834082,NA,NA,NA,263455,NA,NA,NA,NA,386587,"FARMER","Y",1,1,4,3,"7",NA,1,"KUMAM",2,"ADIYAMA IBONGOI","IKARIBWOK","KUMAM",0.2,1,0,0,0,0,1,7,"MUGANA","N",13,10,0
2,432106,"N","N",0,NA,"F",NA,"Y",NA,3,3,1,373905,987186,531208,238618,NA,NA,NA,NA,NA,NA,NA,697474,NA,NA,NA,697474,238618,NA,NA,NA,556592,103760,697474,NA,373859,NA,NA,NA,NA,NA,697474,103760,NA,NA,NA,103760,"FARMER","Y",2,1,6,3,"2",NA,0,"ATESO",1,"IRARAK","IKARIBWOK","ATESO",0,NA,0.333333333,0.25,0.6,NA,1,3,"ABALANG","N",13,8,0
2,834082,"Y","N",0,"2","F",40,"N",NA,1,3,3,983911,354918,779189,619067,376661,277205,NA,NA,NA,NA,564972,NA,NA,NA,NA,473288,262854,29747,NA,NA,100290,190542,NA,NA,NA,100290,190542,NA,NA,NA,513827,376661,NA,NA,NA,381108,"FARMER","Y",1,1,4,3,"1","SICK",1,"ATESO",2,"IRARAK","IKARIBWOK","ATESO",0,1,0,0,0,0,0,7,"MUGANA","N",16,13,0
2,438804,"N","N",0,NA,"F",45,"Y",NA,1,6,3,942333,391588,600616,92387,913588,NA,NA,NA,NA,NA,386587,NA,NA,NA,NA,288143,391588,NA,NA,NA,NA,NA,NA,NA,NA,837011,45253,NA,NA,NA,NA,NA,NA,NA,NA,386587,"FARMER","Y",1,1,4,3,"2",NA,0,"ATESO",3,"IKOLONGA","IRARAK","ATESO",0,NA,0,1,NA,0,NA,3,"MUGANA","N",10,9,0
2,693758,"N","N",0,NA,"F",29,"N",NA,3,3,4,432074,853287,973168,481615,574421,37750,713002,NA,NA,NA,NA,NA,NA,NA,NA,883656,432074,702679,574421,853287,NA,NA,NA,NA,NA,978045,NA,883656,NA,NA,NA,NA,NA,NA,NA,NA,"FARMER","Y",3,1,3,3,"3",NA,2,"ATESO",2,NA,NA,"ATESO",0.8,1,NA,1,NA,1,NA,4,"MUGANA","N",14,10,0
2,13818,"N","N",0,NA,"F",30,"N",NA,3,3,3,NA,969151,11902,362115,472048,324466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,687750,96632,945377,NA,NA,NA,NA,NA,NA,NA,564972,"FARMER","Y",2,1,4,3,"14",NA,1,"ATESO",NA,"IKARIBWOK","ININTKA","ATESO",0.2,1,NA,NA,NA,0,NA,9,"MUGANA","N",8,8,0
2,842928,"N","N",0,NA,"F",18,"N",NA,3,3,1,41060,985475,393497,333239,373682,364592,967300,118365,337498,NA,250725,66542,645139,NA,NA,66542,967300,NA,NA,NA,393497,41060,996509,985475,501575,827774,356738,296814,NA,NA,967300,118365,66542,NA,NA,250725,"STUDENT","N",2,1,4,2,"5",NA,4,"ATESO",2,"IKARIBWOK",NA,"ATESO",0.6,0.75,0.75,0.5,1,0.75,0.666666667,6,"ABALANG","N",25,17,0
2,605538,"Y","N",0,"0","F",80,"Y",NA,2,3,1,48550,574271,127220,805051,NA,NA,NA,NA,NA,NA,48550,NA,NA,NA,NA,NA,48550,127220,805051,NA,652041,48550,NA,NA,NA,48550,NA,NA,NA,NA,48550,574271,NA,NA,NA,NA,NA,"Y",6,2,4,2,"30","TOOLATE",0,"ATESO",3,"IKATEKOK","IKARIBWOK","ATESO",0,NA,0,0,0,0,0,7,"ABALANG","N",13,5,0
2,905853,"N","N",0,NA,"F",28,"Y",NA,3,3,1,391588,32900,128040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32900,128040,NA,NA,NA,NA,NA,NA,NA,NA,251019,994721,NA,NA,NA,76427,228331,136809,11080,330418,NA,"PEASANT","Y",4,1,4,3,"3",NA,0,"ATESO",2,"IKARIBWOK","IKARIBWOK","ATESO",0,NA,NA,0,NA,0,0,2,"MUGANA","N",12,10,0
2,258497,"N","N",0,NA,"F",74,"Y",NA,2,3,1,713941,881854,518918,NA,NA,464367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,713941,669621,NA,NA,NA,NA,"PEASANT","Y",1,1,24,2,"7",NA,1,"ATESO",2,"IKATEKOK","IKARIBWOK","ATESO",0,0,NA,0,NA,NA,0,7,"ABALANG","N",6,5,0
2,414545,"N","N",1,NA,"F",18,"N",NA,3,3,2,352203,200366,80580,25092,357219,906426,593280,915763,455657,689198,438804,513827,405789,456343,80580,593280,438582,333119,320870,80580,868942,357219,210670,80580,906426,357219,168535,784378,626557,NA,168535,626557,210670,NA,NA,564972,"FARMER","N",2,1,10,3,"7",NA,5,"ATESO",3,NA,NA,"ATESO",1,1,1,1,1,1,1,6,"MUGANA","N",32,22,0
2,618617,"N","N",0,NA,"F",20,"N",NA,5,3,1,940544,328945,684079,250782,90402,624535,NA,NA,NA,NA,NA,NA,NA,NA,NA,179535,788276,940544,90402,250782,979059,446838,52293,156968,269178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STUDENT","N",3,1,4,3,"3",NA,1,"ATESO",NA,"IKATEKOK",NA,"ATESO",0,1,NA,0,0,NA,NA,3,"ABALANG","N",16,13,0
2,877357,"N","N",0,NA,"F",39,"N",NA,3,3,1,916854,830226,205667,53329,11114,540619,207901,373859,NA,NA,250725,515870,371165,308447,NA,716906,893973,52976,719009,NA,53329,565455,443420,NA,NA,NA,NA,NA,NA,NA,716906,986280,830226,NA,NA,716906,"FARMER","Y",2,1,4,3,"7",NA,3,"ATESO",2,"IYEPAS","IRARAK","ATESO",0,1,0,0,0,NA,0.333333333,3,"ABALANG","N",22,19,0
2,832631,"Y","N",0,"1","F",50,NA,NA,NA,NA,NA,817037,42240,687136,662907,281375,345747,456343,NA,NA,NA,515870,NA,845264,211170,652356,652356,11366,600405,696922,817037,600405,11366,662907,687136,181074,NA,NA,NA,NA,NA,600405,42240,11366,181074,NA,704598,"PEASANT",NA,NA,NA,NA,NA,"7","TOOLATE",2,NA,2,NA,NA,NA,0.4,0,0.4,0.4,0.2,0,0.5,7,"ABALANG","N",25,15,0
2,751967,"Y","N",1,"2","F",65,"Y",NA,1,6,4,883656,615584,423645,102431,144641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,964714,263664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263664,NA,NA,NA,NA,564972,"FARMER","Y",1,1,4,4,"7","SICK",0,"ATESO",2,NA,"IKARIBWOK","ATESO",1,NA,NA,1,NA,NA,1,4,"MUGANA","N",8,7,1
2,443509,"N","N",0,NA,"F",25,"Y",NA,3,3,1,361969,848554,813967,699909,235856,105030,859166,12787,836419,275263,559531,NA,702938,574271,564972,813967,438804,513827,NA,NA,940039,699909,779189,722859,84237,232664,779189,722859,NA,NA,699909,813967,NA,NA,NA,564972,"FARMER","Y",1,1,4,4,"3",NA,5,"KUMAM",2,"IKARIBWOK","IKARIBWOK","KUMAM",0.4,1,0.4,0.666666667,1,1,1,7,"MUGANA","N",27,21,0
2,238618,"Y","N",0,"1","F",22,"N",NA,5,3,1,NA,249868,560166,295104,NA,295104,NA,NA,NA,NA,NA,NA,NA,NA,NA,176486,NA,NA,NA,NA,249868,295104,NA,NA,NA,249868,NA,NA,NA,NA,560166,396439,NA,NA,NA,176486,"PEASANT","Y",NA,2,2,2,"7","TOOLATE",1,"ATESO",3,"IBASEREN","IRARAK","ATESO",0,0,NA,0,0,0,0,4,"ABALANG","N",10,5,1
2,561481,"N","N",0,NA,"F",20,"N",NA,3,3,3,636925,573787,NA,NA,NA,527959,226428,624953,29293,NA,414926,168999,523081,719538,266465,218962,809056,844513,NA,NA,608074,526771,624865,137401,570671,624953,419766,137401,266465,526771,414926,636925,743979,48301,814645,NA,"PEASANT","N",2,1,4,3,"7",NA,4,"ATESO",2,"IRARAK",NA,"ATESO",0,1,1,1,1,1,0.6,6,"ABALANG","N",29,23,0
